,NT.1,NT.2,HNRNPA2B1.1,HNRNPA2B1.2,CD99.1,CD99.2,B4GALNT1.1,B4GALNT1.2
ADAM11,6.67566,5.6508,5.70181,5.1361,5.82696,5.68465,6.56667,6.86158
ADAM12,0.109532,0.184851,0.0965015,0.108105,0.147811,0.0502412,0.0502796,0.0821964
ADAM15,45.2302,47.6032,43.8098,42.3378,44.5103,41.1709,45.2504,45.7563
ADAM17,10.4612,10.7757,11.061,11.9785,11.4425,10.2141,12.9338,13.0808
ADAM18,0,0,0,0,0,0.0869532,0,0
ADAM19,2.31773,2.2071,2.68778,1.80117,2.01077,2.29496,2.40286,2.38122
ADAM1A,0,0,0,0,0,0,0,0
ADAM1B,0,0,0,0,0,0,0,0
ADAM20,0,0,0,0.0169542,0,0,0,0
ADAM20P1,0,0.0269187,0.0233168,0.0205745,0.0214267,0.0680953,0.0402133,0
ADAM21,0.275555,0.218058,0.202741,0.296214,0.279758,0.137761,0.330879,0.292128
ADAM21P1,0.0227309,0.0411485,0.0803569,0.0236245,0,0,0.0733818,0
ADAM22,4.13723,4.9275,3.9367,4.67319,4.43416,4.58608,5.61132,5.61118
ADAM23,5.30733,7.70167,5.68665,6.3742,7.07931,6.02268,6.59872,10.0348
ADAM24P,0,0,0,0,0,0,0,0
ADAM28,0,0,0,0,0,0,0,0
ADAM29,0.0203279,0,0,0.138949,0,0,0,0.0405358
ADAM30,0,0,0,0,0,0,0,0
ADAM32,0.364451,0.192858,0.289606,0.0617984,0.138374,0.0436843,0.230751,0.289595
ADAM33,0.0195068,0,0,0.0202741,0.0211134,0,0,0
ADAM3A,0,0,0,0,0,0,0,0
ADAM3B,0,0,0,0,0,0,0,0
ADAM5,0,0,0,0,0,0,0.0333601,0
ADAM7,0,0,0,0,0,0,0,0
ADAM8,0.515507,0.536748,0.338805,0.903212,1.15187,0.762345,0.759632,0.923596
ADAM9,22.0883,23.3155,25.7959,25.1476,24.4665,23.2379,27.8078,29.1313
ADAMDEC1,0,0.0220791,0,0,0,0,0,0
ADAMTS10,1.41237,1.87752,1.27263,1.39975,1.07077,2.04427,2.8664,1.3565
ADAMTS12,0,0.0560468,0,0.00526061,0,0,0,0.0510699
ADAMTS1,2.56157,2.17733,1.14403,2.4381,1.80116,29.1082,2.59238,2.31199
ADAMTS13,32.8096,37.9706,35.2848,38.2593,35.3356,1.4792,0.0425499,0.0500931
ADAMTS14,0.0333993,0.0301667,0.0196274,0.00867525,0.0543666,0.0478335,41.9565,44.3818
ADAMTS15,0.452207,0.573044,0.599951,0.712308,0.665021,0.618584,0.676674,0.605455
ADAMTS16,0,0,0,0.0176466,0.0183907,0,0.0172613,0.0169446
ADAMTS16-DT,0.00748902,0,0,0,0,0,0,0
ADAMTS17,4.17873,3.49228,3.46443,4.35907,4.19243,4.04103,4.02999,3.92746
ADAMTS18,0.0601347,0.026506,0.0176667,0.180682,0.0407938,0.0344578,0.0459779,0.114989
ADAMTS19,1.76708,3.24615,2.46425,2.50397,1.92962,2.9564,2.96317,2.47451
ADAMTS19-AS1,1.13525,1.1086,1.68446,0.842494,1.15581,0.999151,1.50491,1.1398
ADAMTS20,0.174266,0.137923,0.189851,0.255863,0.166508,0.291829,0.373209,0.350312
ADAMTS2,2.93487,4.01393,4.35457,4.8388,3.59691,2.89733,3.65747,5.1847
ADAMTS3,2.60931,2.66303,2.10789,2.51605,2.90526,2.15842,2.5756,2.65561
ADAMTS4,0.0238536,0.0527539,0.0591454,0.0379067,0.255595,0.0544088,0.325869,0.187302
ADAMTS5,0.0405095,0.202523,0.0585716,0.0517434,0.0733331,0.19945,0.0760337,0.0746152
ADAMTS6,0.323008,0.647589,0.314578,0.250678,0.360864,0.259653,0.273576,0.398772
ADAMTS7,1.638,2.35206,1.39775,1.92446,2.00741,1.54246,2.14376,2.28964
ADAMTS7P1,0.184912,0.115502,0.0108279,0,0.0201366,0,0.178805,0
ADAMTS7P3,0,0,0.0150215,0.0126977,0.0287721,0,0,0
ADAMTS7P4,0.18545,0,0,0.0136869,0,0,0.302727,0
ADAMTS8,0.184846,0.256148,0.459339,0.255961,0.266513,0.257735,0.288515,0.22509
ADAMTS9,2.89262,3.23277,3.21493,3.00658,3.84839,3.3036,3.31222,3.7182
ADAMTS9-AS1,0,0,0,0,0,0,0,0
ADAMTS9-AS2,0.0235496,0.098441,0.0562213,0,0.0856571,0.110802,0.0369598,0.0476418
ADAMTSL1,0.0719072,0.0975376,0.355731,0.239318,0.148009,0.22421,0.166182,0.409972
ADAMTSL2,0,0,0,0,0,0,0,0
ADAMTSL3,0.24756,0.436839,0.280106,0.608591,0.426168,0.518615,0.921288,0.28286
ADAMTSL4,0.51348,0.323596,0.358797,0.315558,0.297188,0.391189,0.608107,0.762275
ADAMTSL4-AS1,0,0,0,0.0254642,0,0,0.0248467,0.043803
ADAMTSL4-AS2,0.174948,0.319693,0,0.0910868,0.186424,0,0.174052,0.343475
ADAMTSL5,0.475287,1.03329,0.459609,0.538462,1.43424,1.01582,1.16031,0.782811
ADAP1,8.80454,11.0615,13.8165,11.508,8.78622,10.4793,7.71964,9.6496
ADAP2,4.51159,7.08088,5.62348,7.02595,7.50041,7.81191,6.3562,7.80162
ADAR,54.3514,60.0066,64.8024,62.0538,61.5702,60.4211,68.6562,66.7051
ADARB1,6.44131,6.17729,5.67262,6.16374,5.63917,8.55011,7.9091,7.61979
ADARB2,0,0,0,0,0.0166903,0,0,0
ADARB2-AS1,0,0,0,0,0,0,0,0
ADAT1,6.19876,9.34434,7.7344,5.56876,7.84695,9.8363,8.3993,5.61716
ADAT2,4.11454,4.37123,4.45385,4.78527,4.57122,3.76644,5.61101,4.87258
ADAT3,6.32446,10.0886,15.8801,14.4161,9.66349,12.2358,7.52299,6.40781
ADCK1,8.1536,9.01918,8.51761,7.17535,7.80393,9.21356,8.87722,7.19097
ADCK2,24.8574,23.1713,24.9592,20.2039,20.8989,18.9921,21.9468,22.4242
ADCK5,1.01873,1.73039,0.723799,1.15117,0.516129,0.772572,1.16702,2.28019
ADCY10,0.924055,0.996351,0.410415,0.534474,0.860586,0.83217,0.998689,0.762743
ADCY10P1,0.197414,0.14053,0.127033,0.0873523,0.154414,0.066608,0.372354,0.228003
ADCY1,6.23116,5.65001,5.3448,5.69623,6.44801,5.5578,6.80811,7.22807
ADCY2,0.0682241,0,0,0,0.00713568,0.0200841,0.00447181,0.0043719
ADCY3,31.4881,28.084,26.9663,23.6179,32.1121,27.2366,35.5538,30.755
ADCY4,0,0,0,0.123205,0,0,0.0671955,0
ADCY5,0.691239,0.358659,0.51143,0.491654,0.243841,0.44261,1.02292,0.786521
ADCY6,6.84109,7.75349,7.31749,6.64261,9.69485,6.19218,9.9759,9.80481
ADCY6-DT,0.163232,1.50472,2.36928,1.50679,0.911833,0.954932,0.989329,0.55997
ADCY7,1.43646,1.7071,1.63709,1.40612,1.59419,1.76447,2.28017,2.51006
ADCY8,0,0.0516397,0,0,0,0,0,0
ADCY9,5.82174,6.54084,4.815,5.80833,6.72978,6.83608,7.47427,7.08948
ADCYAP1,0,0,0,0,0,0,0,0
ADCYAP1R1,1.89443,2.84995,2.30417,2.84358,1.76259,2.78571,2.49611,2.41277
ADD1,45.1079,50.1267,43.0956,43.2649,46.9232,44.8258,54.3207,49.9354
ADD2,21.5849,21.3849,22.7999,20.8499,19.1659,21.6284,24.7297,22.2513
ADD3,43.0604,37.0842,37.4653,42.547,41.7551,38.1697,49.6873,46.8897
ADD3-AS1,0.0959306,0.0797567,0.185292,0.285883,0.23709,0.0787121,0.181026,0.100927
ADGB,0,0,0,0,0,0,0,0
ADGRA1,0,0,0,0,0,0,0.0105972,0
ADGRA1-AS1,0,0,0.0746646,0.0328799,0,0,0.014146,0
ADGRA2,4.47933,4.86765,4.11118,4.89951,5.02319,4.93365,6.92674,5.61081
ADGRA3,10.0573,9.19631,9.70175,10.3612,11.0779,9.26406,11.2811,11.9082
ADGRB1,0.44503,0.665001,0.594615,1.2971,0.500916,0.843667,0.888814,1.25858
ADGRB2,8.11255,9.8873,7.1431,7.50177,9.63504,8.92082,9.25461,9.08094
ADGRB3,1.15343,1.102,1.27514,1.27749,1.78302,1.51904,1.36171,1.84963
ADGRB3-DT,0.217977,0.420474,1.07208,0.359169,0.414343,0.758651,0.610682,0.369141
ADGRD1,0.0184716,0.126106,0.0184377,0.147768,0,0.177061,0.0125526,0.0184695
ADGRD1-AS1,0,0,0,0,0.0532627,0,0,0
ADGRD2,0,0.0877233,0.0582722,0.0905254,0.142038,0.113506,0.132614,0.487132
ADGRE1,0.213104,0.275877,0.194579,0.105668,0.483885,0.437265,0.421576,0.418268
ADGRE2,0.00824848,0.0961337,0,0.218731,0.121025,0.126959,0.338345,0.0453668
ADGRE3,0,0,0,0,0,0,0,0
ADGRE4P,0,0,0,0,0,0,0,0
ADGRE5,7.14766,7.79155,8.82677,7.38207,9.20507,8.50493,8.95006,8.86673
ADGRF1,0.0158893,0.0534629,0.00557674,0.0148191,0.134564,0,0,0.031718
ADGRF2,0.0231772,0.104898,0,0,0,0.0207334,0.0259104,0
ADGRF3,0.0337882,0.950238,1.84113,0.599827,0.0619978,0,0.0251464,0.424795
ADGRF4,0.0293592,0.0132712,0,0,0,0.0167874,0,0
ADGRF5,0,0,0,0,0,0,0,0
ADGRF5P1,0.711565,0.231768,0.56581,0.490096,0.204122,0.4048,0.448285,0.132268
ADGRF5P2,0,0,0,0,0,0,0.0290914,0
ADGRG1,0.466332,0.143863,0,0.284881,0.476019,0,0.32184,0.394827
ADGRG2,0.58492,0.806724,0.645813,0.852785,0.879392,0.734548,0.858613,1.01428
ADGRG3,0,0.0372439,0.097037,0.0853362,0.0645494,0.0465645,0,0.0792974
ADGRG4,0,0,0,0,0.00524992,0,0.00493188,0.00483732
ADGRG5,0.0134673,0,0,0,0,0,0,0
ADGRG6,1.52567,1.42194,1.0375,1.38923,1.6697,1.79178,2.48475,1.75642
ADGRG7,0,0,0,0.0243812,0.0247689,0,0,0
ADGRL1,20.0342,24.9647,17.8364,18.9357,20.3345,20.1649,24.9256,29.6784
ADGRL1-AS1,0.838635,0.765341,0.759945,1.0008,1.13518,1.03555,1.07342,1.36707
ADGRL2,25.1578,24.9673,24.4241,25.9663,29.3679,28.4283,33.4268,33.831
ADGRL3,5.63087,5.48547,5.75011,5.72066,6.63562,6.03639,6.97671,7.33037
ADGRL3-AS1,0,0,0,0,0,0,0,0
ADGRL4,0,0.0981017,0,0,0,0,0.212335,0.105155
ADGRV1,2.69065,3.65663,2.00338,2.21577,2.64431,2.84509,3.16759,3.19045
ADH1A,0,0,0,0,0,0,0,0
ADH1B,0.0116732,0,0,0,0,0,0.011154,0
ADH1C,0,0,0,0,0,0,0,0
ADH4,0,0,0.0274793,0.024234,0,0,0,0
ADH5,82.765,77.7387,79.1662,77.3284,79.3697,80.7534,72.4873,76.7006
ADH5P2,0,0,0,0,0,0,0,0
ADH5P3,0,0,0,0,0,0.0503079,0,0
ADH5P4,0,0,0,0,0,0,0,0
ADH5P5,0,0,0,0,0,0,0,0
ADH6,0,0,0,0,0,0.118067,0,0
ADH7,0,0,0,0,0,0,0,0
ADHFE1,0.320531,0.689835,0.354523,0.131881,0.322516,0.134651,0.49277,0.0953804
ADI1,31.9561,32.5181,41.4241,36.4074,35.1382,38.6883,31.8526,30.9582
ADI1P1,0,0,0,0,0,0,0,0
ADI1P2,0,0,0,0,0,0,0,0
ADIG,0,0,0,0,0,0,0,0
ADIPOQ,0,0.00880025,0,0.040485,0,0,0,0
ADIPOQ-AS1,0,0.0117694,0,0,0,0.0148986,0.0266199,0
ADIPOR1,106.988,109.531,101.729,104.916,111.953,108.401,121.723,122.564
ADIPOR1P1,0,0,0,0,0,0,0,0
ADIPOR1P2,0,0,0,0,0,0,0,0
ADIPOR2,37.7146,39.2175,38.8649,39.7671,40.6327,36.9519,42.2347,44.0902
ADIRF,0,0,0,0,0,0,0,0
ADIRF-AS1,0,0,0,0,0.0227162,0,0,0
ADK,40.8612,40.7512,44.6341,41.653,40.2938,36.9247,43.3655,40.4459
ADM2,0.0430629,0.26732,0.272532,0.208079,0.148557,0.229485,0.12889,0.196305
ADM,1.74524,2.35398,2.98739,1.38037,2.16589,2.12103,1.95543,2.75213
ADM5,6.58883,7.21928,8.56113,8.28386,6.43463,5.9087,7.30986,6.07684
ADM-DT,0,0.0620813,0.161925,0,0,0,0.136383,0.2687
ADNP2,13.3526,12.2604,14.1127,11.6552,14.2458,12.1305,13.3541,19.6609
ADNP,27.6837,30.5701,31.3584,31.4127,31.9492,29.0769,31.0312,33.5438
ADNP-AS1,0.466073,0.332396,0.298314,0.109778,0.490593,0.24495,0.0589427,0.348162
ADO,9.67305,10.4789,10.5107,12.653,11.9298,12.1036,11.9263,11.6678
ADORA1,2.11631,1.87621,1.97767,1.76104,1.27636,2.1168,1.09323,1.81109
ADORA2A,3.22124,3.56431,2.62227,3.97721,3.82633,3.41674,5.05547,3.10743
ADORA2A-AS1,0.0178741,0,0.021044,0.0185747,0.0193536,0,0,0.0713267
ADORA2B,11.7318,11.5634,11.8791,12.8,11.3634,10.877,12.5616,11.33
ADORA2BP1,0,0,0,0,0,0,0,0.0632847
ADORA3,0,0,0,0,0,0.0821254,0,0
ADPGK,26.9103,29.8952,25.7809,25.526,28.7102,26.9072,29.8797,27.1382
ADPGK-AS1,0.0499853,0.030135,0.0196123,0.0928234,0.200423,0.0815764,0.0338762,0
ADPRH,0.0358451,0.100378,0.16936,0.0897617,0.11595,0.118353,0.0251246,0.156783
ADPRHL1,4.20399,3.60787,2.9313,3.35964,2.51202,3.08909,3.88137,3.30997
ADPRM,5.36917,4.29274,6.59455,5.74492,5.85096,5.57962,6.39175,5.51073
ADPRS,26.1929,29.0141,25.04,23.4441,25.606,26.3748,26.9083,25.3156
ADRA1A,0,0,0,0,0,0,0.135744,0
ADRA1B,0.219097,0.507528,0.25204,0.28774,0.290625,0.3045,0.676023,0.267726
ADRA1D,0,0,0,0.0159852,0,0,0,0.0153557
ADRA2A,0.011487,0.01038,0,0.0119356,0.0124564,0,0.0233922,0.0344314
ADRA2B,0.0241696,0.0218423,0.0994914,0.075341,0.0786166,0.069153,0.0615124,0.0482907
ADRA2C,7.75817,7.28874,9.00717,9.24899,10.354,10.3153,10.3742,9.02169
ADRB1,0.22292,0.403073,0.26231,0.293413,0.257644,0.390867,0.272091,0.459936
ADRB2,1.18204,0.671346,0.464334,0.867188,0.375968,0.634516,0.799498,0.600421
ADRB3,0,0,0,0,0,0,0,0
ADRM1,90.1194,94.4364,81.0359,73.5582,82.1549,83.2812,85.6265,83.3569
ADSL,141.559,137.473,126.937,133.717,129.415,132.036,125.127,123.759
ADSS1,2.16797,2.34278,1.8222,3.88901,2.6189,2.54141,2.83588,3.35067
ADSS2,34.8849,36.6564,37.0413,40.5884,39.5256,37.5137,46.3276,41.1997
ADTRP,0,0.047603,0,0.0544588,0.082596,0,0,0
AEBP1,0.0703877,0.164831,0,0,0.335881,0.0243419,0.0216505,0.0212597
AEBP2,14.5951,19.2855,18.2756,18.1094,18.8448,14.8184,23.7676,22.532
AEN,110.061,107.302,69.4694,73.5718,84.8494,90.198,88.1114,82.2106
AFAP1,4.23755,4.74572,4.93232,5.33188,4.6978,4.51858,5.17339,5.26393
AFAP1-AS1,0.00641119,0,0,0.00666077,0.0417629,0,0,0.0131387
AFAP1L1,3.55884,3.85718,4.17681,4.84279,3.69459,4.10352,4.10721,5.41923
AFAP1L2,0.807908,0.791381,0.800913,0.72736,0.767405,0.703372,0.952507,1.02326
AFDN,36.6209,39.8736,41.5776,43.4118,43.6403,41.2823,51.8882,52.2737
AFDN-DT,1.49828,1.30633,1.46942,1.70859,1.41928,1.81718,2.2645,1.81734
AFF1,9.21827,10.0666,8.29335,8.37491,12.6089,9.83237,14.222,12.7253
AFF2,0.0741771,0.169088,0.0728091,0.077758,0.115511,0.139037,0.0875398,0.0884241
AFF3,3.93722,5.60739,7.52719,6.63895,5.97469,3.53841,6.27056,5.65843
AFF4,14.1693,13.0931,13.9835,15.5086,19.2224,13.8404,23.3337,19.7868
AFF4-DT,0,0.54223,0.476019,0.409001,0,0,0,0.374754
AFG1L,4.42644,6.79971,6.26817,6.57509,6.5394,5.83408,7.38279,5.89875
AFG3L1P,7.92531,10.2327,5.70157,8.39194,7.33324,5.90026,11.6841,10.3673
AFG3L2,26.6081,30.3197,33.7056,31.3221,32.4201,26.9963,35.3105,32.2923
AFG3L2P1,0,0,0,0,0,0,0,0
AFM,0,0.0211649,0,0,0,0,0,0
AFMID,42.414,49.7208,43.8743,46.162,42.6401,43.7527,45.4162,52.4122
AFP,0.049,0.0221813,0,0,0,0,0,0
AFTPH,8.10271,8.53378,8.77825,8.95553,10.6704,7.87345,10.0636,10.1565
AFTPH-DT,0.0737978,0.0890859,0.956906,0.715887,0.212749,0.280485,0.0748398,0.0980072
AGA,16.1087,11.2639,17.3268,15.4861,17.8203,12.1807,19.6572,16.5162
AGA-DT,0.373423,0.0816945,0.388905,0.235726,0.176845,0.379645,0.113354,0.0427542
AGAP10P,0.0777592,0.273396,0,0.0963727,0.149401,0.140056,0.231559,0.106838
AGAP11,0.261935,0,0,2.75E-05,0.354274,0.187302,0.141018,0.155081
AGAP12P,10.4464,11.3542,11.538,0.0294499,10.8168,11.5772,13.8008,13.9646
AGAP13P,0,0.159058,0,0.617455,0.0300898,0.0389048,0.0345787,0.0504992
AGAP14P,1.12079,0.869188,0.453276,0.0305477,0.624219,0.77154,1.56898,1.31703
AGAP1,0.0804333,0.0596655,0,9.09301,0.0358702,0.065156,0.189435,0.163631
AGAP1-IT1,0.246693,0.16018,0.209104,0.456376,0.0934002,0.196285,0.163881,0
AGAP2,4.31829,4.44327,4.61975,3.36274,5.94683,2.769,4.02799,3.78388
AGAP2-AS1,9.07497,8.54624,8.92678,7.49347,8.89046,8.71338,6.83753,8.06295
AGAP3,67.0537,71.6315,75.1604,62.897,74.4105,79.6213,85.7682,84.4998
AGAP4,1.35002,2.32852,1.37747,2.43674,2.58571,1.29281,2.82478,3.39203
AGAP5,0.971281,2.04825,1.16144,2.30395,2.09872,2.07057,1.84535,2.34035
AGAP6,3.99523,2.93201,1.85826,2.22299,2.36546,2.68079,3.51612,3.85181
AGAP7P,0.0755385,0,0.0461261,0,0.226277,0,0.262191,0.151527
AGAP9,2.71107,3.72336,1.47031,2.43244,3.09661,2.67767,4.2873,4.69917
AGBL1,0.0683553,0.0173697,0,0,0,0.00401305,0,0
AGBL1-AS1,0,0,0,0,0,0,0,0
AGBL2,0,0.219475,0.0309592,0,0.0451182,0.0299227,0.0836962,0.0261416
AGBL3,2.12329,2.47776,1.60973,2.19711,3.58186,1.74005,3.17624,2.55303
AGBL4,0.0151258,0,0,0,0.0390418,0,0,0
AGBL4-IT1,0,0,0,0,0,0,0,0
AGBL5,67.593,65.9441,64.308,64.832,69.6635,66.7081,69.3602,63.8583
AGBL5-AS1,0,0.171476,0,0,0,0.606984,0.359056,0
AGBL5-IT1,0,0,0,0,0,0,0,0
AGER,1.84346,2.04924,1.26437,1.67829,1.99584,2.02814,2.60745,3.06134
AGFG1,39.2825,44.8357,43.9252,36.7746,40.4604,37.1834,38.5112,42.4253
AGFG2,5.63245,8.17464,7.32644,5.61133,8.90968,6.39872,7.14196,7.58567
AGGF1,9.91219,9.6148,10.9625,11.4381,11.2181,10.892,11.8719,12.127
AGGF1P10,0,0.0573521,0,0,0,0,0,0
AGGF1P1,0.104245,0.15668,0.203214,0.254519,0.230935,0.200451,0.174729,0.169654
AGGF1P2,0.250474,0.265247,0.761911,1.05658,0.536547,0.457388,0.634182,0.492762
AGGF1P3,0,0,0,0.171003,0,0.139961,0.124463,0.0407942
AGGF1P8,0,0,0,0,0,0,0,0
AGK,38.954,43.3053,40.7154,44.0089,44.3122,44.6873,49.4515,48.5007
AGK-DT,1.15121,0.787927,0.11571,0.201738,0.657623,0.53184,0.777548,0.667027
AGKP1,0,0,0,0,0,0,0,0
AGKP2,0,0,0,0,0,0,0,0
AGL,9.82558,10.4488,10.0981,10.8798,11.3287,10.2005,11.5025,11.9095
AGMAT,0.753208,0.846963,0.689417,0.892157,0.966894,0.827174,0.874799,0.725418
AGMO,0.0972834,0,0,0,0,0,0.096497,0
AGO1,6.69053,7.48078,7.63826,7.31651,7.8641,7.96271,8.78583,8.54779
AGO2,18.1988,15.6761,11.7998,13.9401,16.2347,15.8722,18.4166,19.0409
AGO3,5.37399,6.24867,5.67515,4.31803,5.19638,6.79527,5.54174,6.90024
AGO4,5.72618,3.12746,3.00476,2.58358,4.54338,2.04087,6.79535,6.78018
AGPAT1,82.4204,81.7046,84.84,82.1985,80.5228,82.4616,83.1581,79.7239
AGPAT2,28.6925,30.2766,33.8467,30.1287,29.586,28.4002,29.6062,28.7524
AGPAT3,29.9633,31.451,30.6291,30.5455,29.2176,28.1638,35.7248,32.5295
AGPAT4,11.1972,12.8643,11.0094,9.62262,10.8854,11.8692,13.3337,15.1183
AGPAT5,16.6642,17.4115,17.6295,21.1596,17.4898,15.404,16.4272,17.4366
AGPS,28.7023,31.8683,31.7629,34.2509,33.9914,34.8982,37.6455,40.5139
AGR2,0,0,0.10304,0,0,0,0,0
AGR3,0,0,0,0,0,0,0,0
AGRN,17.0541,16.6686,14.865,14.116,17.5929,17.6858,23.1692,19.4631
AGRP,0,0,0,0,0,0.147218,0,0
AGT,0.177234,0.218461,0.00592173,0.0254495,0.0382311,0.0558404,0,0.0437425
AGTPBP1,19.0302,19.5238,19.5884,20.6816,20.6768,19.5201,23.8329,22.6118
AGTR1,0.713897,0.56405,0.947505,0.788787,0.456358,0.734761,0.661435,1.30201
AGTRAP,46.5812,40.3573,44.795,45.0514,43.2606,44.6286,42.1577,45.3579
AGXT,0,0,0,0,0,0,0,0
AGXT2,0,0,0,0,0,0,0,0
AHCTF1,14.4791,13.4654,15.672,15.5468,15.6392,14.4468,19.0239,18.1636
AHCTF1P1,0.0566144,0.0510755,0.0537278,0.124435,0.0699884,0.0778924,0.110035,0.0476831
AHCY,331.893,310.544,290.581,280.93,296.359,286.935,281.287,287.867
AHCYL1,45.0369,45.2578,42.3503,45.0569,45.8448,41.3335,55.3351,55.6985
AHCYL2,6.63511,7.50505,6.98401,7.89955,8.19015,6.93161,9.05625,8.27586
AHCYP2,0,0,0,0,0.0408721,0,0,0
AHCYP3,0,0,0,0,0,0,0,0
AHCYP4,0,0,0,0,0,0,0,0
AHCYP5,0,0,0,0,0,0,0,0
AHCYP7,0,0,0,0,0,0,0,0
AHCYP8,0,0,0,0,0,0,0,0
AHDC1,5.63898,4.791,7.07264,4.78428,4.35129,5.03661,5.20643,5.54428
AHI1,7.65751,8.14022,7.23151,8.87207,8.51009,5.76353,9.23166,10.5497
AHI1-DT,0.566337,0.42273,0.345628,0.394161,0.244349,0.571452,0.321697,0.234981
AHNAK2,1.00482,1.1739,1.27409,1.00341,1.5916,1.22647,1.35394,1.73231
AHNAK,2.79667,3.59602,3.55803,3.58683,4.03369,3.11374,5.28381,4.89131
AHR,4.23661,4.30553,3.8131,3.59368,4.24032,2.90539,4.35368,5.45819
AHRR,3.28578,4.12408,3.47992,2.68305,4.84486,3.40224,5.01169,4.46012
AHSA1,292.398,300.082,289.09,293.562,314.342,288.514,309.957,307.491
AHSA2P,2.72712,2.95058,1.50147,2.32698,4.74909,1.92658,4.44365,3.75356
AHSG,0,0.0552267,0,0.0321613,0,0,0.156576,0
AHSP,0,0.637359,0.484985,1.98663,0.621275,0.649344,0,0.571963
AICDA,0.0180181,0.0325946,0,0.0187244,0,0.0205847,0,0.0359494
AIDA,36.3,36.8635,40.2161,40.2633,41.1791,41.1423,41.8431,45.1796
AIDAP1,0,0,0,0,0.14138,0,0,0
AIDAP2,0,0.109826,0.0171074,0.01548,0.0538838,0,0.0148635,0.0595115
AIF1,0,0,0,0.186012,0.130231,0,0,0
AIF1L,23.5392,25.9728,27.0616,26.4341,26.7563,26.0544,25.6707,26.6412
AIFM1,74.2924,77.7989,79.7962,75.8829,75.75,77.9798,81.3469,84.3829
AIFM1P1,0,0,0,0,0,0,0,0
AIFM2,1.52552,1.25138,0.950148,0.664373,1.08616,1.08571,1.27131,1.07548
AIFM3,0.141087,0,0,0,0,0,0.139407,0.128241
AIG1,63.7844,59.2292,60.8786,63.3893,55.4033,65.5277,58.0922,55.1724
AIG1P1,0,0,0,0,0,0,0,0
AIM2,0,0,0,0,0,0,0.0458458,0
AIMP1,40.7807,43.4415,47.1202,46.947,45.0303,40.803,44.7789,46.575
AIMP1P1,0,0,0,0,0,0,0,0
AIMP1P2,0,0,0,0,0,0,0,0
AIMP2,51.2955,50.9192,60.5739,53.4558,49.8106,54.8877,51.7795,49.6765
AIP,65.8846,67.8102,59.7513,58.9894,63.2132,66.3766,71.3868,73.0734
AIPL1,0.184115,0.170015,0,0,0.0242617,0,0.0245074,0.0223893
AIRE,0,0,0,0,0,0,0,0
AIRN,0,0,0,0,0,0,0,0
AJAP1,0,0,0,0,0,0,0,0
AJM1,0.628517,0.662414,0.425407,0.415565,0.588888,0.883469,0.650045,0.628269
AJUBA,8.11723,7.79415,14.3325,10.2146,7.82921,10.4787,6.34759,8.31477
AJUBA-DT,1.72514,1.4265,1.04476,1.88449,1.1218,0.808878,1.23007,0.953222
AK1,51.6282,51.1021,64.476,49.9153,51.2755,58.5166,52.3198,52.4544
AK2,375.946,378.892,362.111,351.6,385.243,387.897,381.203,377.245
AK2P2,0,0,0,0,0,0,0,0
AK3,13.6621,16.7786,14.4225,18.6103,17.412,15.1044,16.4306,18.6612
AK3P2,0,0,0,0,0,0,0,0
AK3P3,0.262963,0.320361,0.313656,0,0.653801,0.392569,0.523206,0.430212
AK3P5,0,0,0,0,0,0,0,0
AK4,50.3533,53.4476,48.6704,57.292,55.5892,57.222,61.0547,56.6867
AK4P1,0,0,0,0.204102,0,0,0.346733,0.215336
AK4P3,0.029733,0.0566527,0.03485,0.0313682,0.0342052,0.0364219,0.03203,0
AK4P4,0,0,0,0,0,0,0,0
AK4P5,0,0,0,0,0,0,0,0
AK4P6,0,0,0,0,0,0,0,0
AK5,1.68117,1.62987,2.83537,0.581997,2.00675,1.63853,2.21149,1.8865
AK6,47.7013,49.3675,45.0843,50.6985,53.8564,48.014,48.8172,52.2363
AK6P1,0,0,0,0,0,0,0,0
AK6P2,0,0,0,0,0,0,0,0
AK7,3.22535,3.18489,3.82397,2.62001,2.99909,2.00602,3.31101,3.35378
AK8,1.29357,1.01841,1.30191,0.994081,0.557293,0.875967,1.07586,1.52009
AK9,3.98456,3.18853,4.12954,3.63209,3.30329,4.1996,4.75343,5.49246
AKAIN1,0.123565,0,0,0,0,0,0,0.0294068
AKAP10,8.05634,9.06206,9.23579,7.6913,9.24402,8.31156,9.11302,10.203
AKAP11,5.59613,5.83178,6.04444,6.33973,6.39146,5.68823,7.29623,7.62354
AKAP12,14.1752,16.0585,18.373,18.0288,17.1439,16.3433,17.8459,18.6359
AKAP13,6.51971,6.69264,7.34623,8.52975,7.41873,6.19923,8.77899,8.40593
AKAP14,38.3013,0.185762,0.220684,0.0720579,0.184434,0,0,0
AKAP1,0.181791,41.7439,42.3768,42.9834,47.6958,47.3877,57.614,45.3463
AKAP17A,13.2765,16.5757,16.945,17.0885,14.6952,17.6046,16.0115,16.3197
AKAP17BP,0,0,0,0,0,0,0,0
AKAP1-DT,1.85525,2.42191,6.45861,4.5866,4.44645,3.08544,2.54878,3.28765
AKAP3,2.68735,1.56975,1.71436,1.83052,2.09988,1.6249,2.49256,1.96993
AKAP4,0,0,0,0,0,0,0,0
AKAP5,1.17581,1.34914,1.36359,1.27597,1.21622,1.03508,1.49819,1.28068
