,h3.1,h3.2,h3.3,h11.1,h11.2,h11.3
ADCY6,6.60859,6.73328,8.0404,9.01877,7.78555,7.92729
ADCY6-DT,0.615966,1.58818,1.83028,1.84871,0,0.403424
ADCY7,2.00848,1.07766,1.55637,1.97411,1.65034,1.19699
ADCY8,0,0,0.0194122,0,0.0327501,0.0377411
ADCY9,4.55144,4.9763,4.33576,6.2389,6.82017,5.83445
ADCYAP1,0.318204,0,0,0.0183927,0,0.0346467
ADCYAP1R1,0.733602,1.36866,1.05249,1.48363,1.14862,0.782075
ADD1,34.0185,33.0512,32.7636,47.2002,45.1003,46.0336
ADD2,11.5629,16.9904,13.3933,15.614,13.8358,12.2621
ADD3,30.9564,34.4712,32.3753,41.276,36.0711,43.7401
ADD3-AS1,0.443013,0.408569,0.746079,0.685712,0.255115,0.271763
ADGB,0.0100683,0.0182622,0.00958298,0,0,0.027948
ADGRA1,0,0.0176662,0,0.0832898,0.0127705,0.0294221
ADGRA1-AS1,0,0,0.0202161,0,0,0
ADGRA2,2.49402,2.30919,2.49996,3.30367,2.88818,3.22541
ADGRA3,9.4665,10.1081,8.70166,9.18436,9.58625,9.99701
ADGRB1,1.01839,1.08998,2.01447,1.44673,1.61674,2.04652
ADGRB2,5.65003,6.90226,4.59235,7.57641,7.07585,6.70801
ADGRB3,0.593873,0.771278,0.831402,0.921842,0.871377,1.15177
ADGRB3-DT,1.59003,1.51557,0.969008,0.954427,1.39654,0.859177
ADGRD1,0.0478611,0.422033,0.0540932,0.138825,0.0508857,0.377338
ADGRD1-AS1,0,0,0,0,0,0
ADGRD2,0.49818,0.429068,0.675313,0.184448,0.408876,0.387315
ADGRE1,0.0530967,0.0962562,0.157598,0.138093,0.128289,0.0771322
ADGRE2,0.164427,0.0743611,0.147367,0.0348529,0.0661534,0.0301763
ADGRE3,0.0329667,0.0298779,0,0,0,0
ADGRE4P,0,0,0,0,0,0
ADGRE5,6.39343,7.2756,7.15811,6.65518,6.16657,5.42928
ADGRF1,0.133398,0.241633,0.199563,0.049956,0,0.00728419
ADGRF2,0.0324967,0,0,0,0,0
ADGRF3,3.9682,1.78934,1.7377,1.1247,0.330093,0.118979
ADGRF4,0.0219213,0.0198718,0.0640218,0.0195603,0.0360059,0.0207499
ADGRF5,0,0,0,0,0.0380352,0
ADGRF5P1,0.582916,0.464937,0.859895,0.387351,0.356463,0.299314
ADGRF5P2,0,0,0,0,0,0
ADGRG1,0.319489,1.19125,0.889539,0.771943,0.556581,0.353261
ADGRG2,0.557408,0.638093,0.509692,0.665727,0.52062,0.827416
ADGRG3,0.0296299,0.0268556,0,0.054244,0,0.0280916
ADGRG4,0,0,0.00725875,0,0.0237592,0.013675
ADGRG5,0.186873,0.0364793,0,0.0954925,0.01652,0.0190378
ADGRG6,1.52157,0.665373,1.75924,0.912148,1.06045,0.800314
ADGRG7,0,0,0,0,0,0
ADGRL1,21.1698,17.8252,21.4992,23.7358,24.9566,23.3156
ADGRL1-AS1,1.42166,1.35894,1.50253,1.20099,0.794016,0.640677
ADGRL2,17.5104,17.6869,19.6431,24.8615,22.8725,23.8517
ADGRL3,2.85208,3.75478,2.29193,3.62594,2.65375,3.87599
ADGRL3-AS1,0,0,0,0,0,0
ADGRL4,0.155615,0.139717,0.305466,0,0.157939,0.150348
ADGRV1,3.25375,4.6028,2.98165,4.16198,3.38443,3.5043
ADH1A,0,0,0,0,0,0
ADH1B,0.0349031,0.0148568,0.0119371,0.0302736,0,0
ADH1C,0.04944,0.0447929,0,0,0,0
ADH4,0,0,0,0.0309876,0.0285462,0.0329386
ADH5,62.777,63.0287,63.8906,70.5159,72.8002,77.6309
ADH5P2,0,0,0,0,0,0
ADH5P3,0,0,0,0,0,0
ADH5P4,0,0,0,0,0.0562922,0
ADH5P5,0,0,0,0,0,0
ADH6,0.153013,0,0.150882,0.0215819,0,0.148863
ADH7,0,0,0.0267206,0.00471143,0.0258294,0
ADHFE1,1.95565,1.332,1.41556,1.96703,1.4325,2.54582
ADI1,37.836,42.9329,39.8317,40.6123,41.9518,40.0035
ADI1P1,0,0.153794,0,0,0,0
ADI1P2,0,0,0,0,0,0
ADIG,0,0,0,0,0,0
ADIPOQ,0.0299499,0.0135268,0.0576671,0,0.0239439,0
ADIPOQ-AS1,0.0601072,0,0,0.0175591,0.0160204,0.0184172
ADIPOR1,67.8717,67.4493,69.8957,87.7677,86.5409,86.3767
ADIPOR1P1,0,0,0,0,0,0
ADIPOR1P2,0,0.0583381,0,0,0,0
ADIPOR2,26.5946,27.9111,26.8865,32.7547,33.6348,32.5448
ADIRF,0,0,0.135406,0,0.643349,0
ADIRF-AS1,0,0.0234783,0,0.0510196,0.157472,0.18416
ADK,29.9869,30.5269,30.1334,39.2913,39.3658,37.8706
ADM2,0.3311,17.6326,19.9784,0.180189,0.254928,0.312836
ADM,20.5588,0.529592,0.760938,5.58142,3.81127,3.93253
ADM5,6.84345,6.65582,5.81117,9.84643,8.8938,9.62158
ADM-DT,0.598478,0.361116,0.391285,0.089343,0.165375,0.0959599
ADNP2,11.0643,13.7045,16.3646,11.9457,20.1212,12.8674
ADNP,22.8789,24.8895,22.6283,27.5769,26.543,28.7964
ADNP-AS1,0.374223,0.480354,0.449779,0.280463,0.255031,0.865245
ADO,8.90682,9.52245,8.99559,10.9058,11.5054,11.7125
ADORA1,1.45457,0.600233,0.805416,1.22652,1.76066,0.526217
ADORA2A,2.80179,2.98177,5.18562,3.73638,3.69122,4.42369
ADORA2A-AS1,0,0.0793604,0.0333722,0.0305713,0.0500681,0.0324937
ADORA2B,8.76723,9.23703,9.87581,5.79044,8.10439,7.3485
ADORA2BP1,0,0,0,0,0,0
ADORA3,0,0,0,0,0,0
ADPGK,39.8316,39.925,43.245,33.0724,38.5024,37.8455
ADPGK-AS1,0.665499,0.428679,0.599282,0.120092,0.126742,0.0754855
ADPRH,0.0777503,0.0962131,0.0179509,0.0695674,0.131323,0.0523411
ADPRHL1,2.36382,2.34691,2.13261,2.51855,2.84044,3.05384
ADPRM,4.51833,4.65482,4.43102,4.62595,5.25949,5.35633
ADPRS,25.0927,24.9137,25.4389,25.1722,26.0277,26.5879
ADRA1A,0.0334558,0,0,0.088924,0,0.0669334
ADRA1B,0.0816839,0.355329,0.0795605,0.170113,0.164846,0.192883
ADRA1D,0.0229656,0,0,0,0,0
ADRA2A,0.223268,0.186843,0.133697,0.0459635,0.0140964,0.0162407
ADRA2B,0.126449,0.0982591,0.0351587,0.0805776,0.0296564,0.102511
ADRA2C,6.48232,6.34272,6.03395,6.59331,7.03513,7.23641
ADRB1,0.110955,0.181046,0.237643,0.15841,0.127574,0.189058
ADRB2,0.275995,0.218862,0.100877,0.369637,0.340508,0.360155
ADRB3,0.026351,0,0,0,0,0
ADRM1,92.4927,93.3247,96.1378,102.659,110.677,101.064
ADSL,96.1736,103.57,95.6222,104,117.962,108.604
ADSS1,1.314,1.32063,0.788934,1.86951,1.92594,1.28644
ADSS2,39.1838,40.0862,39.0058,43.4336,40.1468,40.8578
ADTRP,0.128701,0.168399,0,0,0,0.0688569
AEBP1,0.0324454,0.329528,0.206508,0.237779,0.15985,0.0766885
AEBP2,16.7102,16.6764,14.4905,19.6997,21.1107,21.5441
AEN,63.8956,68.9292,70.3944,67.2397,69.9372,66.5614
AFAP1,3.31171,3.73597,3.39832,3.39117,4.81028,4.8343
AFAP1-AS1,0,0,0.0373554,0.00856443,0,0
AFAP1L1,1.80129,2.68527,2.26412,2.50047,3.14083,3.16691
AFAP1L2,0.522338,0.56719,0.614768,0.432616,0.523177,0.682833
AFDN,47.1583,49.3767,49.776,63.5392,58.9075,58.4625
AFDN-DT,1.99621,2.34876,1.36093,1.21663,0.995157,0.367677
AFF1,6.16996,6.51165,7.64447,9.82467,8.37428,9.28178
AFF2,0.0105336,0.0668152,0.0217555,0.190247,0.0917645,0.13754
AFF3,3.27729,1.42383,3.10481,3.59299,4.06826,3.59429
AFF4,12.5563,13.1186,11.6772,14.7906,12.9244,18.5467
AFF4-DT,1.63056,2.20937,2.97866,0.490789,0.689222,0
AFG1L,2.24743,4.02571,4.34083,6.35771,7.75214,8.55338
AFG3L1P,34.2817,37.7152,35.4411,28.9737,28.9557,31.475
AFG3L2,29.0506,26.4679,27.509,31.4089,34.0469,34.1052
AFG3L2P1,0,0,0,0,0,0
AFM,0,0,0,0,0,0
AFMID,31.6769,33.8061,33.9167,32.9442,37.9819,38.6105
AFP,0,0,0,0,0,0
AFTPH,6.36036,7.44585,7.46742,9.01995,9.21189,10.9973
AFTPH-DT,3.54986,3.68134,3.99578,0.29411,0.301082,0.277974
AGA,10.972,13.077,9.71067,16.29,13.6094,11.3591
AGA-DT,0.333094,0.0554382,0.579316,0.11655,0.347888,0.125599
AGAP10P,0.483865,0.462575,0.532098,0.64539,1.04795,0.215163
AGAP11,0,0.0608989,0,0,0.308143,11.0766
AGAP12P,0.219425,0.165195,0.504932,10.4529,10.3279,1.31E-05
AGAP13P,5.52366,5.42374,5.56669,0.295309,0.204893,0.119668
AGAP14P,0.316988,0.299482,0.607094,4.8658,4.37471,5.2717
AGAP1,7.41015,7.13601,7.61783,0.66016,0.466285,0.26748
AGAP1-IT1,0.38221,0.216719,0.235366,0.114275,0.105976,0.246588
AGAP2,1.65391,2.33492,2.62378,2.83229,1.81596,3.75819
AGAP2-AS1,4.63066,4.49831,4.37924,6.14187,4.916,5.90604
AGAP3,73.7961,69.4813,68.7249,74.1366,69.721,71.2091
AGAP4,13.246,10.2359,12.9983,10.923,9.5716,13.6417
AGAP5,12.0906,7.9803,10.6083,9.16841,8.75865,9.59768
AGAP6,21.6438,19.2483,21.0805,18.1259,17.4462,16.1887
AGAP7P,0.495734,0.190825,0.179875,0.14442,0.188901,0.123645
AGAP9,18.5888,16.6794,17.3384,17.3084,15.105,18.5953
AGBL1,0.0157382,0,0,0.0943012,0,0.0475964
AGBL1-AS1,0,0.0391033,0,0,0,0
AGBL2,0.824934,0.0353748,0.425273,0.286599,0,0.165969
AGBL3,14.4775,16.4495,16.1626,8.38165,8.02102,4.75855
AGBL4,0,0.0485912,0,0,0.0442187,0.051107
AGBL4-IT1,0,0,0,0,0,0
AGBL5,32.9572,37.8895,35.3635,38.241,39.6088,39.8193
AGBL5-AS1,0.517798,0.23399,0,0,0,0
AGBL5-IT1,0,0.316848,0,0,0,0
AGER,3.34741,4.39991,3.37633,3.87315,3.34512,3.32663
AGFG1,29.8113,30.0129,27.5616,41.8743,41.8292,43.6978
AGFG2,5.50129,4.65854,5.11877,4.7195,6.2296,8.13407
AGGF1,10.2038,11.0979,9.61826,12.3891,14.7465,12.5788
AGGF1P10,0.0390166,0.0948935,0.0306652,0,0,0
AGGF1P1,0.126099,0.485704,0.154722,0,0.202609,0.10782
AGGF1P2,0.689479,1.0311,0.552156,0.52787,0.39511,0.610781
AGGF1P3,0.18237,0.110127,0.296987,0.0543476,0.0501592,0.0580093
AGGF1P8,0,0,0,0,0,0
AGK,39.976,41.5238,41.1577,45.6092,49.7067,51.0527
AGK-DT,0.291826,0.351445,0.731212,0.317329,0.245384,0.99556
AGKP1,0,0,0,0,0,0
AGKP2,0.174237,0,0,0,0,0
AGL,7.99475,8.12271,7.67213,10.3715,9.55317,9.75199
AGMAT,0.574949,1.01474,0.698497,0.632366,0.697171,1.11934
AGMO,0,0,0.0269219,0,0,0
AGO1,5.85403,6.15925,5.74356,6.39508,6.11784,6.39176
AGO2,7.73313,6.91767,8.87566,12.8696,9.70605,17.0332
AGO3,5.36907,5.19964,6.03896,6.94547,10.9917,8.73038
AGO4,3.84152,5.51458,4.72048,5.16343,5.3385,5.85405
AGPAT1,55.2584,53.6332,54.8887,55.2297,54.4878,55.3066
AGPAT2,22.0041,25.0159,21.141,25.0477,26.8182,27.3629
AGPAT3,28.5795,30.4388,29.7509,34.3165,35.3536,38.5246
AGPAT4,9.35017,8.48615,7.5898,11.0594,11.2015,9.62057
AGPAT5,18.8246,18.6486,16.2435,16.9301,15.1385,14.1418
AGPS,23.7126,25.52,25.2425,34.3307,34.2068,33.6671
AGR2,0,0,0,0.1129,0,0
AGR3,0,0,0,0,0,0
AGRN,20.6416,22.2262,18.9187,20.4154,20.787,24.6011
AGRP,0,0,0.188157,0.171137,0.159376,0
AGT,0,0.0116378,0.0124852,0.0875271,0.0537462,0.271148
AGTPBP1,16.8613,17.0786,15.126,22.3812,22.1505,24.8622
AGTR1,0.928862,0.596399,0.382429,1.07456,0.650495,0.571186
AGTRAP,30.3121,27.1792,29.0766,27.982,28.4081,31.8798
AGXT,0,0.0613026,0,0,0,0.0320191
AGXT2,0,0,0,0,0,0
AHCTF1,21.7292,18.8601,21.1805,19.0086,18.418,24.5423
AHCTF1P1,0.193592,0.133699,0.173282,0.214687,0.204334,0.254321
AHCY,137.395,140.19,135.658,160.979,169.501,163.139
AHCYL1,35.3746,37.0266,32.5704,40.3704,39.5365,41.8162
AHCYL2,4.95211,4.08024,5.73459,6.54084,7.6442,7.83206
AHCYP2,0,0,0.21931,0,0,0
AHCYP3,0,0,0,0,0,0
AHCYP4,0,0,0,0,0,0
AHCYP5,0,0,0,0,0,0
AHCYP7,0,0,0,0,0,0
AHCYP8,0,0,0,0,0,0
AHDC1,4.49966,3.81034,4.08232,4.60568,3.66105,4.78172
AHI1,11.1143,10.1245,12.2579,13.2069,11.2987,12.6672
AHI1-DT,1.21279,1.81762,1.86572,0.816889,0.572209,0.738116
AHNAK2,0.721468,0.335863,0.60731,0.772113,0.387371,0.503901
AHNAK,4.32781,3.65603,3.25254,3.22853,2.94163,4.2294
AHR,2.47003,3.26295,3.01056,4.85268,4.48369,5.52982
AHRR,6.8371,8.85871,9.48144,8.48053,8.75475,10.6632
AHSA1,248.444,259.502,233.135,286.118,288.676,270.423
AHSA2P,22.1129,26.3173,26.4846,23.4808,27.3532,23.1448
AHSG,0.0459182,0.0522781,0,0.0808193,0,0.110072
AHSP,0,0,0,0,0,0
AICDA,0.0288606,0.0266959,0.0523462,0.146092,0,0.0254628
AIDA,23.276,26.3502,24.7929,28.4764,29.9174,29.6339
AIDAP1,0,0,0,0,0,0
AIDAP2,0.0873652,0.0780968,0.0431407,0.0660933,0.546072,0.296558
AIF1,0,0,0,0,0,0
AIF1L,12.4892,13.3693,11.7491,14.628,14.9695,14.3844
AIFM1,68.2855,76.9073,69.8862,81.958,82.2834,80.3363
AIFM1P1,0,0,0,0,0,0
AIFM2,2.13079,1.8697,1.92743,3.06976,3.00365,2.37515
AIFM3,0.164789,0.204586,0.0871506,0.160105,0.29802,0.344065
AIG1,48.6244,34.2477,34.7838,41.079,43.1051,47.496
AIG1P1,0,0,0,0,0,0
AIM2,0.135526,0.0492215,0.1348,0.0300276,0.0165776,0.0159141
AIMP1,60.2713,60.53,60.5272,60.3636,56.1051,61.1233
AIMP1P1,0,0,0,0,0,0
AIMP1P2,0,0,0,0,0,0
AIMP2,52.5836,58.9668,55.6836,59.3496,64.3986,62.2067
AIP,38.164,39.9407,38.1697,42.4966,40.5185,39.0709
AIPL1,0.167165,0.212206,0.457534,0.179467,0.108387,0.0317172
AIRE,0,0.0457865,0,0,0.0207786,0.0479864
AIRN,0,0,0,0,0,0
AJAP1,0.00534532,0,0.00519566,0,0,0
AJM1,0.911912,1.17558,1.20593,0.876937,1.15739,0.619428
AJUBA,14.9194,14.0804,17.2816,11.005,11.1612,11.4234
AJUBA-DT,1.12134,2.09555,1.8731,1.73587,1.75844,1.13158
AK1,37.9653,44.9394,39.9277,36.3137,41.6732,40.4619
AK2,267.456,273.858,252.409,327.687,311.792,309.055
AK2P2,0,0,0,0,0,0
AK3,14.4271,14.4221,12.9864,19.7698,16.5477,20.148
AK3P2,0,0,0,0,0,0
AK3P3,0.637017,0.461046,0.877002,1.14275,1.48366,0.863059
AK3P5,0,0,0,0,0,0
AK4,21.7742,28.4645,27.4242,37.9089,37.8044,37.4437
AK4P1,0,0,0.288196,0,0,0
AK4P3,0,0,0.14761,0.164253,0.0765279,0
AK4P4,0,0.119547,0,0,0,0
AK4P5,0,0,0,0,0,0
AK4P6,0,0,0,0,0,0
AK5,1.6626,1.06824,1.51587,0.549533,0.78693,1.75984
AK6,56.4548,75.8684,67.5862,67.1763,69.5642,64.3659
AK6P1,0,0,0,0,0,0
AK6P2,0,0,0,0,0,0
AK7,1.68294,1.44049,1.64306,2.36382,2.87076,2.20493
AK8,1.10143,0.76033,1.22578,1.5704,1.6401,2.02587
AK9,2.95284,3.51638,4.09656,4.41411,4.1806,3.99829
AKAIN1,0,0,0,0,0,0
AKAP10,10.0415,10.5706,9.75757,14.6659,12.867,15.4763
AKAP11,5.39663,4.93732,4.93665,6.05667,5.54683,6.50833
AKAP12,14.9738,15.4452,13.4688,17.5267,16.4779,17.7524
AKAP13,7.64307,8.47925,6.52544,7.78794,7.7234,9.65897
AKAP14,0.143408,0.076245,0.277848,0.257481,39.3476,39.7156
AKAP1,46.6192,46.3396,42.0718,42.594,0.348426,0
AKAP17A,32.3847,30.8858,32.3368,28.7665,28.3991,27.2068
AKAP17BP,0,0,0,0,0.0410273,0.0236501
AKAP1-DT,5.04528,5.53529,3.89938,1.28156,1.70239,2.19324
AKAP3,1.477,4.30769,2.89578,1.50529,1.10302,1.65193
AKAP4,0,0,0,0,0,0.0223576
AKAP5,1.26026,1.06334,1.24423,1.12538,1.15992,1.31664
AKAP6,1.06361,0.46166,0.524381,0.94866,0.717859,0.3745
AKAP7,3.35834,3.74861,3.46397,2.88696,3.68325,3.83986
AKAP8,23.8956,24.4022,26.5896,28.3409,28.5742,28.2452
AKAP8L,35.9084,39.6734,38.965,57.4324,53.6156,51.9455
AKAP8P1,0,0,0,0,0,0
AKAP9,9.05052,8.96608,9.39879,10.0293,8.80276,10.6001
AKIP1,23.9063,21.1192,17.0591,17.5934,27.1051,23.7201
AKIRIN1,57.802,60.6863,57.6175,67.7712,68.9793,67.0328
AKIRIN1P1,0,0,0,0,0,0
AKIRIN1P2,0,0,0,0,0,0
AKIRIN2,47.9446,48.9576,52.2033,50.5842,55.5085,55.2946
AKIRIN2P1,0,0,0,0,0,0
AKNA,2.26977,2.66178,4.11252,3.97252,3.26431,3.34983
AKNAD1,0.380407,0.63058,0,0.0230139,0.254871,0.210823
AKR1A1,52.0301,53.2702,56.9615,54.113,55.1128,54.5863
AKR1B10,0.0438364,0.245557,0.44321,0.0809532,0.114558,0.137639
AKR1B10P1,0,0,0,0,0,0
AKR1B10P2,0,0,0,0,0,0
AKR1B1,112.934,118.773,114.572,120.146,130.835,133.543
AKR1B15,0.104859,0.212667,0,0.0632121,0.0436168,0.0668762
AKR1B1P1,0,0,0,0,0.0665787,0
AKR1B1P2,0,0.149922,0,0,0,0
AKR1B1P3,0,0,0,0,0,0
AKR1B1P4,0,0,0,0,0,0
AKR1B1P5,0,0,0,0,0,0
AKR1B1P6,0,0,0,0,0,0
AKR1B1P7,0,0,0,0,0,0
AKR1B1P8,0,0,0,0,0,0
AKR1C1,0.109879,0.0374045,0.449881,0.503497,0.182388,0.0118793
AKR1C2,0.151733,0.147907,0,0,0.461637,0.0342134
AKR1C3,0.202019,0.0914199,0.121949,0.161083,0.483985,0.130793
AKR1C4,0,0,0,0,0,0
AKR1C5P,0,0,0,0,0,0
AKR1C6P,0,0,0,0,0,0
AKR1C7P,0,0,0,0,0,0
AKR1C8P,0,0,0,0,0,0
AKR1D1,0.031002,0.0783493,0.382825,0,0.0255815,0.0582905
AKR1D1P1,0,0,0,0,0,0
AKR1E2,0.37157,0.16799,0,0,0,0
AKR7A2,34.7849,35.9887,33.1399,36.8827,40.8473,39.6518
AKR7A2P1,0,0,0,0,0,0
AKR7A2P2,0,0,0,0,0,0
AKR7A3,0.961658,1.30828,1.38047,1.55165,1.00262,0.61643
AKR7L,2.75126,2.52594,1.98695,1.39601,1.14002,0.819312
AKT1,42.7623,47.8845,43.7477,52.1224,53.9262,51.0323
AKT1S1,62.0908,64.4829,71.2515,60.1155,60.8632,54.9933
AKT2,73.4935,76.8905,77.4669,88.2309,88.2344,96.3328
AKT3,15.926,17.3452,16.1048,24.4891,25.0344,22.026
AKT3-IT1,0,0.325643,0.178002,0,0,0.176178
AKTIP,11.6091,12.8918,12.6763,16.2434,12.1529,17.7374
ALAD,12.6049,10.5063,10.9203,12.1574,13.5499,13.4082
ALAS1,29.3458,33.7067,31.8155,32.4769,30.2996,33.5528
ALAS2,0,0,0,0,0,0
ALB,0.255838,0.298532,0.277649,0.268037,0.130825,0.554629
ALCAM,20.7382,21.1542,20.1946,24.6977,22.1372,24.8873
ALDH16A1,16.6032,19.4815,18.0605,15.9336,17.0962,16.3381
ALDH18A1,80.83,85.5981,81.9218,87.7221,84.1177,82.3331
ALDH1A1,0.0330179,0.0899833,0.0321771,0.129903,0.120626,0
ALDH1A2,34.4074,29.0125,27.7949,38.7458,40.3282,35.8705
ALDH1A2-AS1,0.0897828,0.406387,0.0879669,0,0,0
ALDH1A3,2.06109,3.04235,1.52846,2.03375,2.96239,3.25902
ALDH1A3-AS1,0.0418499,0,0.0176615,0.0484564,0,0
ALDH1B1,23.9181,23.4849,23.358,21.5391,24.0759,24.4813
ALDH1L1,0.339419,0.673472,0.0896421,0.273721,0.192254,0.18357
ALDH1L1-AS1,0,0,0,0,0,0
ALDH1L1-AS2,0,0,0,0.378204,0.0253115,0
ALDH1L2,9.53259,10.3813,10.2038,10.7827,11.8349,12.5778
ALDH2,19.0075,22.3526,15.7604,20.2421,23.6187,26.6795
ALDH3A1,1.80032,1.27623,0.850873,0.647786,0.782878,0.670857
ALDH3A2,26.6157,33.9334,34.4845,32.8701,40.237,34.6234
ALDH3B1,0.0484604,0.0407333,0.0470048,0.314432,0.0971249,0.114038
ALDH3B2,0,0,0,0,0,0
ALDH4A1,7.39754,7.60219,5.76511,8.02565,8.83001,8.14943
ALDH5A1,9.81301,11.3432,10.4007,9.47255,10.8048,10.2851
ALDH6A1,5.65708,6.44717,6.56305,7.00089,8.08528,8.70598
ALDH7A1,44.0076,46.9558,43.3531,51.898,56.624,54.3315
ALDH7A1P1,0,0,0,0,0,0
ALDH8A1,0.983176,1.87976,0.783114,1.22348,1.10376,3.34247
ALDH9A1,38.8863,43.8066,40.8613,46.5911,48.4854,42.9648
ALDOA,760.348,768.455,752.441,881.623,959.54,893.996
ALDOAP1,0,0,0,0,0,0
ALDOAP2,0,0,0,0,0,0
ALDOB,0,0,0.0500476,0.157185,0,0.070117
ALDOC,6.55028,4.86789,4.0359,6.52884,6.02591,7.59466
ALG10,5.59659,4.77124,3.50538,3.82456,5.99043,3.60476
ALG10B,4.71479,5.83756,4.83739,4.62187,4.46838,4.96121
ALG11,10.4339,12.0627,11.1231,14.1522,12.2038,16.787
ALG1,18.1749,17.7677,19.9527,19.3166,17.9949,19.9244
ALG12,12.0705,14.1192,13.6891,15.5837,12.3769,13.2681
ALG13,59.022,55.3814,56.7174,78.6145,70.655,79.7027
ALG13-AS1,2.03708,3.77697,1.05997,0,0.921679,4.30518
ALG14,5.95125,6.54668,9.79517,9.89658,7.2346,11.5653
ALG14-AS1,0,0,0,0,0.056503,0
ALG1L10P,0,0,0,0,0,0
ALG1L11P,0,0,0,0,0,0
ALG1L12P,0,0,0,0,0,0
ALG1L13P,0,0.0234918,0.306767,0.124986,0.0180362,0.0897001
ALG1L14P,0,0,0,0,0,0
ALG1L15P,0,0,0,0,0,0
ALG1L2,0.778077,0.140732,0.76742,0.279572,0.129875,0.605935
ALG1L,2.85515,3.22047,3.2365,0,0,0
ALG1L3P,0,0,0,4.7074,4.97894,4.98041
ALG1L5P,0,0,0,0,0,0
ALG1L6P,0,0,0,0,0,0
ALG1L7P,0,0,0,0,0,0
ALG1L9P,0.717111,1.01528,0.419653,0.251711,0.564646,0.241346
ALG2,23.3672,23.4779,22.0729,15.5509,16.8507,14.9745
ALG3,49.8369,55.7438,53.8694,36.597,41.231,34.7061
ALG3P1,0,0,0,0,0,0
ALG5,46.4206,43.6734,46.3367,53.7094,48.8395,53.7236
ALG6,29.4563,32.0547,30.3599,28.1737,27.1906,26.3347
ALG8,50.5579,55.3201,50.6349,56.8909,54.3641,52.5501
ALG9,11.7979,13.5974,15.2426,18.2326,19.1451,16.078
ALG9-IT1,0,0,0,0,0,0
ALK,0,0.0362841,0.0102126,0,0,0.00991705
ALKAL1,17.5792,12.0597,14.0832,16.166,19.705,14.6266
ALKAL2,0.0625169,0.0894419,0.157999,0.0885089,0.375683,0
ALKBH1,13.7581,13.5645,14.5445,13.5174,14.5143,13.435
ALKBH2,56.7202,51.4538,54.1006,48.3999,46.3927,43.9899
ALKBH3,24.8543,24.4254,26.3645,31.2523,28.2606,24.7343
ALKBH3-AS1,0,0,0,0,0,0
ALKBH4,12.5482,13.7433,12.8175,11.5031,11.6606,12.1882
ALKBH5,42.577,49.4131,46.8603,51.0477,51.7905,50.2184
ALKBH6,18.349,24.221,22.9019,19.1676,18.3097,16.9925
ALKBH7,14.1573,12.9169,15.0591,16.4797,20.3453,17.969
ALKBH8,8.48045,9.25759,9.19902,11.7686,11.5174,14.0637
ALLC,0.565653,0.0904963,0.446185,1.12699,1.22492,1.09593
ALMS1,6.90406,8.30209,8.32212,7.74295,7.74441,8.2075
ALMS1-IT1,0.328649,0.565928,0.64055,0.586825,0.513493,0.561231
ALMS1P1,0.214285,0.0791127,0.318613,0.384662,0.130313,0.246793
ALOX12,0,0,0,0,0,0
ALOX12-AS1,13.7254,16.5286,17.8697,5.72452,5.81907,6.29583
ALOX12B,0.379194,0.0546474,0.124281,0.238111,0.300044,0
ALOX12P1,0.0598773,0,0,0.0535293,0.0494007,0
ALOX12P2,0.0154173,0.0146847,0.0150024,0.0136797,0,0.180345
ALOX15,0.031332,0.283516,0.0610586,0.140817,0.0965924,0.152637
ALOX15B,0.156811,0.213208,0.101813,0.179819,0.257693,0.0990412
ALOX15P1,0.35018,0.499754,1.0766,1.10004,0.536999,0.599245
ALOX15P2,0,0,0.0717663,0,0.0302826,0
ALOX5,0.270893,0.777051,0.785076,0.522546,0.703132,0.298817
ALOX5AP,0,0,0,0,0,0
ALOXE3,0.16784,0.295371,0.171992,0.318233,0.540564,0.987131
ALOXE3P1,0,0.0506316,0,0,0,0
ALPG,0,0,0,0,0,0
ALPI,0,0,0,0,0,0
ALPK1,1.88356,2.39334,2.31754,2.53638,2.37436,2.55596
ALPK2,0.0733583,0.044331,0.125389,0.171505,0.0803518,0.220953
ALPK3,0.45656,0.532994,0.493852,0.530821,0.329693,0.197224
ALPL,1.61583,2.08381,2.23412,2.38223,2.24565,2.05234
ALPP,0,0.0897668,0.0239859,0,0,0.023329
ALS2,11.1728,15.498,12.3589,14.2417,14.6913,12.5154
ALS2CL,1.15684,0.789916,1.0554,1.31559,1.21289,0.415738
ALX1,5.46006,5.53989,5.97169,6.97829,8.64354,6.03615
ALX3,0,0,0,0,0,0
ALX4,3.15425,3.47355,2.71073,3.61097,3.76313,3.8676
ALYREF,135.406,141.294,137.982,147.129,146.857,145.009
AMACR,3.54469,4.40747,4.41147,6.21133,5.2713,6.60439
AMBN,0.94628,1.22467,0.831084,0.618741,1.04249,0.990504
AMBP,0,0,0,0,0,0
AMBRA1,9.61359,10.2016,10.6295,14.8699,14.3558,14.6304
AMD1,72.2117,68.7501,72.0553,88.9311,83.4633,83.398
AMD1P1,0,0,0,0,0,0
AMD1P2,0,0,0,0,0,0
AMD1P3,0.188859,0.208912,0.150337,0,0,0
AMD1P4,0,0.113478,0.0914952,0,0,0.051528
AMDHD1,3.45975,5.83698,5.0911,4.22889,5.1485,4.90687
AMDHD2,23.8193,23.5118,22.9889,22.939,16.5282,19.8668
AMELX,0.10133,0,0.0993895,0.398704,0.184643,0.780129
